filename,pseudo_label
04542.wav,"Sama aku sih masih nempel, of course we're so very close, tiap hari video call juga, teleponan. Tapi I think aku dididik sama mami itu bener-bener ketat banget dari kecil gitu. Aku orangnya anak rumahan banget. Dulu sekolah dijemput dari lobby, langsung pulang tuh. Langsung mungkin ada guru les atau apa, aku anak rumahan banget. And my mom trust me, like trust me so much and my sister. Kakak aku malah pindah ke UK pas umur 14, 15."
04543.wav,"Dari kecil banget, kan? Iya, dari kecil. Jadi, and my sisters, apa ya, masih bisa dipercaya sampai sekarang. Untungnya, my mom still really trust Nianto now. Okay, dan kamu juga, maksudnya, menjaga kepercayaan itu benar-benar, gitu. Because I feel like trust is a very important thing, especially like parents and..."
04544.wav,"Anak itu harus trust banget. Tapi how do you, ini ya, maksudnya gimana cara kamu, pasti kan kalau hidup sendiri, terus udah gitu jauh dari orang tua kan, bebas, lepas, gitu. Gimana kamu bisa kayak membentengi diri kamu dari pergaulan Jakarta yang kayak, woo, it's a jungle, you know? Iya, it's very crazy. Aku, tau gak sih, aku dari Semana ke Jakarta, aku culture shock."
04545.wav,"Banget. Culture shock. Aku juga dulu dari Bali pindah ke Jakarta. Oh jadi Bali? Wow, wow, wow. Eh, eh, eh. Kaget ya temen-temennya pada ada yang begini, ada yang begitu. Ya, begini begitu jaman aku beda ya. Iya, iya beda ya. Coba-coba, kalau kamu cerita dong. Iya, basically kalau aku sama semua temen-temen aku, usually if I have a friend that's very close, mereka semua pasti aku kenalan sama mami. Pasti. Aku bisa gitu pergi for example, kulang tahun temen aku, for example like a party or something, aku ajak mami aku."
04546.wav,"Jadi my mom knows my friends, untung mami aku open-minded dan gaul juga. Jadi semua orang pada kayak, oh iya, ajak mami kamu lagi dong, seru mami lo, gitu. But, I always know, kayak I just stick with my principle, kayak aku ke Jakarta buat apa. Kalau aku belok dikit, nanti mungkin mami biasanya kayak, oh iya."
04547.wav,"Remember, kamu ke Jakarta buat apa? Pengen lebih ke karir atau something? Like, you have goals, just focus on them, kayak nggak usah terganggu sama circle-circle gitu. Right, right, right. Dan kamu pegang prinsip itu banget. Yes, yes, banget. Emang kamu pengennya jadi siapa sih? Maksudnya pengen jadi apa? Makanya kamu ke Jakarta? Is that any kayak set, oh aku harus, I don't know, apa? Be the next Dian Sastro, atau oh I wanna go above that, I don't know. Kan pasti punya..."
04548.wav,"Idol yang you wanna achieve in certain career, gitu loh. I mean, I wanna be like you. Hey! Of course, I wanna be pretty, I wanna, apa ya, I think a few people that I really idolize, eh, masa ini siap. Beberapa orang yang aku idolakan, itu kayak kakak, Kak Cinta, Maudie, I mean like, I see you guys and..."
04549.wav,Inspirational banget menurut aku. Dan mami aku juga.
04550.wav,"I look up to my mom so much. Of course. Aduh susah banget sih ngomong pakai bahasa Indonesia. Aaaaah. Udah it's okay, it's okay. Sekarang pada banyak kok ngerti. Ada translator di YouTube, walaupun kadang-kadang... Ingratif, semangat, gitu ya. Walaupun kadang-kadang ngomong apa artinya apa gitu, tapi usaha kok YouTube ini untuk bisa transit gitu. Yes, yes. I see. Wow. Tapi sering mami kesini, ke Jakarta, nekoin kamu? Sering. Tergantung sih kalau lagi ada..."
04551.wav,"PKS aku kan baru beli rumah juga kan, aku baru pindah. Yes. Jadi mami sering bolak-balik buat ya urusin tukang lah atau apa gitu. Seseorang kan aku juga ada kerjaan gitu, biasanya aku gak di rumah. Sering gak di rumah, maksud aku. Sering luar. Jadi kan bantuin lah ya, gitu. Sekarang lagi sering bolak-balik. I see, I see. Kamu gak pengen kayak mama kamu gitu, jadi notaris juga?"
04553.wav,"Model atau ideas, apa? Kalo aku definitely di beauty sih, karena aku kan orangnya kecantikan banget, like, rawat diri and everything, so definitely kecantikan. Tapi sekarang masih bingung ya, like, especially I'm still new di dunia entertain, masih kumpulin ideas, connections and everything, so I guess..."
04554.wav,"Aku masih mikirin sampe sekarang, tapi kayak belum terlalu... Fokus aja karir kamu, maksudnya secara positioning kamu itu difokusin dulu, banyakin karya-karya dulu, sehingga kamu punya modal nantinya, yaitu nama kamu yang itu adalah IP sendiri. So, good luck, good thing for you. Oke, kalau ini Mami, misalkan, tadi kan..."
04555.wav,"Bilang tambah deket jadi bisa cerita apa aja. Apa yang cerita, apa yang udah mentok semua diceritain atau ada batasan kayaknya oke, pertemanan, keuangan, karir, tapi cinta gak usah deh, atau cinta juga dibahas? Ehm, kalo cinta, aku cerita pasti, tapi kan, for example kalo ada masalah-masalah, I'll try to not say everything, cause I feel like"
04556.wav,"Lebih baik kita selesai masalah yang berdua, gitu. Kan kadang-kadang kalau kita cerita ke orang tua, ada yang..."
04557.wav,"Nyokap misalnya nggak suka, dia pasti kayak, oh kamu nggak cocok sama ini, jangan gitu. Langsung kayak no gitu. Anakku jangan dibikin sedih nih. Iya gitu, kayak pasti langsung negative thinking kan. Jadi menurut aku ya it's better just to keep it to the both of us. Iya, jadi memang walaupun cerita semuanya tapi ada di filter juga. Iya, pasti. Ada nggak nasihat dari mama kamu sejak kamu pindah ke Jakarta? Especially kan..."
04559.wav,"At least these two years lah, 2022 sama 2023, aku mulai keluar punya circle battle and everything, I lost a lot of friends as well because of drama, tapi menurut aku that made me a better person. Let's talk about that drama, apa maksudnya kalau di pertemanan di usia kamu sekarang, dramanya apa sih emangnya?"
04561.wav,"Gak boleh utang. Tapi kalau temen pinjam duit sama kamu boleh? Um, ya, buat apa dulu mungkin. Ya, harus diobrolin dulu kali ya. Oh, diobrolin. Ya, kalau pinjam 100 ribu diobrolin dulu nih. Oh, gak usah. Ya, itu mah. Kasih aja lah ya. Harus ikhlas. Kadang-kadang kalau ada yang pengen utang atau pinjam duit, mami bilang harus ikhlas. Oh, gitu. Don't expect something back. Soalnya sometimes you don't give it back ya. Harus ikhlas. Harus ikhlas. Gitu? Iya kan? Bener kan? Iya."
04563.wav,"Pengen punya circle pertemanan tuh yang seperti apa? Atau circle pertemanan kamu sekarang tuh ideal nggak sih buat kamu? Aku ideal banget. Apa tuh? Kalau dulu kan circle aku besar gitu, kayak kenal banyak orang. Jadi kalau ada drama juga pusing deh pokoknya. Ini ngomongin. Iya, iya, iya, ada yang ngomongin ini lah, ada yang ngomongin itu. Jadi menurut aku, kata orang-orang tuh bener. Keep your circles close."
04564.wav,"Tapi yang penting you're comfortable with them and you're happy with them, and they make you a better person. Sekarang di circle kamu ada yang bener-bener ring satu deh, itu ada berapa orang? Ya aku deket banget ya, menurut aku tight banget. You can count on them lah. I can. One, two, three. Probably like seven people. Oh that's a lot ya, banyak ya. Tapi kayak..."
04565.wav,"Satu orang sendiri gitu loh, mereka semua itu dari beda circle semua, tapi like I'm close to one person. Jadi kalau lagi kayak pengen gaul gitu, ini kamu tahu ngajaknya siapa? Iya. Kalau pengen, eh kita nge-mall dong ngajaknya siapa? Mungkin beda-beda kesukaan kali gitu. Yes, gitu. Misalnya kalau pengen curhat atau apa, I know who to find. Kalau soal love, siapa? Iya, yes."
04567.wav,"Nah, kalau itu kan di pertemanan ya, apa sih yang kamu suka dari, kalau ngeliat, ya kalau misalkan kamu single nih gitu, terus ada cowok yang deketin kamu, yang green flag tuh apa, yang red flag tuh apa? Kriterianya deh, ada gak sih? Apa ya? Kan yang deketin kamu pasti banyak, kamu cakep, easygoing, humble, terus very apa ya, kayak diajak ngobrol apa aja nyambung. Kamu tuh, aku kaget loh, kamu seusia kamu tuh banyak yang aku ketemuin."
04568.wav,"Ngomong pas diwawancara tuh pada nggak bisa. Diam gitu, dijawab. Kalau kamu tuh very like, I don't know, it came out naturally for you gitu loh, dan itu skill ya. Oh, thank you. Bener kan? Aku akan dipuji. Lo bener kan? Bener kan lo? Aku nggak, bukan memuji yang tidak ada fakta dan hanya kasih pujian kosong, Azit. Dan itu bener yang aku observe sama kamu gitu. Dan pastinya kan yang deketin banyak. Tapi pasti ada juga yang kayak,"
04569.wav,"Gila nih cowoknya ngelah banget deh, gitu. Tapi ada juga yang... Apa ya, menurut aku, I can't judge. Aku gini, jujur banget, aku gak bisa bedain green flag sama red flag. I cannot. Makanya aku orangnya harus punya opini dari orang lain. Menurut aku kadang-kadang..."
04570.wav,"Ini orangnya tuh red flag, tapi ternyata itu emang personality dia, ngerti gak sih? Kamu baik ya, anaknya itu. Positive thinking loh. Tapi yang penting kalo cowoknya itu genit banget sama semua cewek yang dideketin, ya itu baru red flag yang keliatan banget. Tapi misalnya kalo kayak, oh iya dia red flag, dia tuh touchy banget sama semua orang, tapi mungkin dia orangnya cuma friendly banget. I see, so you don't mind that. Maksudnya kan..."
04571.wav,"Kan gak bisa nge-judge langsung gitu. Iya, aku... Sama kayak kamu, kalo di-judge kayak gitu pasti gak suka juga kan? Gak suka. Hmm... Ya gitu sih, jadi menurut aku, don't judge a book by its cover. Kalo bisa, kenal dia dulu and then, you know, you could like, think whatever you want. Kalo emang gak sukanya yaudah gak usah, ngerti ya sih. Gak usah diomongin ke orang lain. Dan kalo kamu single gitu, kayak ada tiga orang yang deketin kamu, kamu... Gimana tuh menentukan gitu? Misalkan..."
04572.wav,"Ya, jaman-jaman aku kejayaan dulu juga. Kan, ya, kalau dideketin tiga orang itu seneng-seneng aja gitu. How do you differentiate gitu? Kayak, ah kayaknya ini oke nih, yang ini enggak nih. Kalau kamu tadi gak bisa baca red flag dan green flag. Aku, gimana ya? Okay, one thing buat me, aku suka orang yang satset-satset."
04575.wav,"Oh, pas udah ngobrol, ternyata kayak tujuannya beda. Tapi menurut aku, aku orangnya cukup loyal sih. Oke, kamu bintangnya apa sih? Cancer. Oh, Cancer. Cancer emang baik sih. How about you? Aku Virgo. Oh, Virgo. I love Virgo. I know. Enggak, maksudnya kakak aku Virgo. Masa? Virgo September. Aku Agustus. Ah, Agustus. Oke, oke. Iya, aku gak tanggal satu kok. Apa?"
04577.wav,"Ya ganteng, masa cantik! Bener juga, bener juga. Ih Luna, Luna. Oh jadi kakak kamu Virgo? September berapa? September 9. Oh gila. Eh masa kaya SD ya ya? Pak SD ya kan? Emang iya ya? Presiden kita ya? Aku iya ya aja lagi. Tapi ya, I get along with Virgo's a lot. Me too. Really? You get along with Kansis? Yeah. Okay. My first boyfriend is a Kanser. Long time ago. How did that end? Ya kan masih..."
04578.wav,"15 tahun, 16 tahun, ya kan? 15? Iya, sampai dulu. Hampir 3 tahun loh pacaran. Wow! Masih muda ya pacaran. Tapi pacarannya tuh, I don't know. Itu artinya pacaran ya, kalau suka main skateboard, bareng-bareng rollerblade, gitu. Itu lebih kayak ketongkrongan sih. Bestie, bestie. Bestie, jadi lebih ke bestie, gitu. Nah, kalau perbedaan usia tuh nggak masalah di kamu? Nggak masalah."
04579.wav,Berapa maksimum usia yang menurut kamu kayaknya oke nih?
04580.wav,"Nil, budaya hosting Indonesian Idol cukup sampai season 10 aja. Siapa Daniel kalau dia bukan menjadi host Indonesian Idol? Karena kita butuh presenter guys di Indonesia yang dipakai itu lagi, itu lagi, itu lagi. Ini semua analytics itu bisa dibeli gitu dengan uang. Kata Daniel, thank you so much for coming to my podcast. Hai, ini gak ada opening atau apa gitu ya? Gak ada opening ya, jadi..."
04581.wav,"Sebelum kita take podcast ini, tadi udah ngobrol-ngobrol dulu di podcastnya Kak Daniel, where we talk about virtuality, all the serious stuff, all the fun stuff too. Dan sekarang ini kita gantian ya, Kak. Boleh. Ini sedikit intermezzo, aku tuh mulai hosting pertama kali tuh bareng Kak Daniel, dan aku belajar buat jadi lebih pede buat ngomong di atas panggung itu sama Kak Daniel. Itu satu informasi yang gue baru tau hari ini."
04585.wav,"Apa yang akhirnya menjadi sebuah turning point, oke deh kayaknya mau membuat podcast yang berbasis spirituality? Okay, gue sebenarnya tuh waktu bulan November 2019, itu gue kayak tergerak banget di hati gue, ada gerakan yang bilang, Niel, udah ya hosting Indonesian Idol cukup sampai season 10 aja. Nah itu..."
04586.wav,"Jujur gue langsung kayak, what? Kok ada pemikiran ini? Bisa dari mana? Kenapa? Nah akhirnya, it took me about 4 months, sampai di bulan Februari gue inget di press conference-nya Miss Indonesia tahun 2020, dan selama 4 bulan itu gue bergumul banget, I was wrestling with the idea. Indonesian Idol itu is part of me, itu udah bener-bener jadi sebuah"
04588.wav,"Sorry, gue ngerasa season gue atau era gue di Indonesian Idol tuh udah selesai. Gue pengen resign dari sini dan gue pengen mengundurkan diri. Kenapa? gitu, pada kaget gitu. Is it masalah gaji? Alhamdulillah, pokoknya gitu. Gue bilang, no, no, no, no, it's gue sebenarnya cinta banget sama Indonesian Idol. I love being Indonesian Idol."
04589.wav,"Tapi ada saatnya dimana gue berdoa sama Tuhan dan gue ngerasa Tuhan memberikan gue impresi untuk cabut dari Indonesia Adult. Okay. You know what, amazing dari tim RCTI, they, you know, untuk gue yang ngomong serba kayak ala-ala halu gini gitu ya, mereka still honor me. Dia bilang, Neil kalau memang itu keputusan lo, we respect that, gitu. Amazing. Akhirnya gue inget banget."
04593.wav,"Kayaknya hopeless ini, gitu. Gue mungkin bisa memberikan sebuah kepastian di masa-masa yang tidak pasti. Akhirnya ya muncullah si Daniel Tetangga Kamu, di mana gue interview bintang tamu kita, yang gue bilang sebagai tetangga kita, di masa-masa ketidakpastiannya mereka, di masa-masa kekhawatiran mereka atau hopelessness-nya mereka, dan bagaimana Tuhan itu bisa memberikan hope dan certainty. Karena ketika kita udah mulai ada di masa-masa yang tidak pasti,"
04598.wav,"Lihat deh, subscriber gue, viewer gue, engagement-nya, kalau misalnya dari metric-nya sendiri, itu sama sekali kalah jauh gitu. You know, it's like, ya jauhnya lumayan signifikan juga gitu. Dan gue ini dari entertainment, so I know how to brand myself in the entertainment world. Gue tau gimana caranya untuk create controversial stuff, gue tau gimana caranya supaya bikin ini jadi gosip, spin-off."
04600.wav,"Akhirnya ada, ketika gue lagi baca Alkitab ada satu ayat gitu, intinya yang gue dapetin, just to cut the long story short, yang gue dapetin adalah kayak dari si ayat tersebut, yes, analytics itu sangat bodoh ketika lu mempercayai analytics. Itu intinya. Oke. Gue yang kayak, wow, kenapa? Karena semua analytics ini bisa lu beli. Maksudnya gimana? Coba explain. Oke, lu pernah denger gak orang beli subscribers?"
04601.wav,"Oh iya, iya, iya. Pernah denger orang beli viewers? Iya. Pernah denger orang beli engagement? Iya, iya. Untuk bikin komen dan lain-lain, you know. Pernah denger algoritmanya dipush sehingga viewers-nya jadi lebih banyak? Banyak. Ini semua analytics itu bisa dibeli gitu dengan uang, tapi satu hal yang gak bisa dibeli, impact. Impact. Exactly. Jadi ketika gue mendengar dari doa gue tersebut tentang impact, berarti Tuhan recognize."
